C0,C1,C2,C3,C4,C5,C6,C7,C8,C9
948.0780776039544,795.9730081715317,762.2201367730876,766.9326017074136,737.0632340427503,695.3517565649216,716.8545366879794,657.0567715684535,676.0355371558568,656.3805386320846
950.3600386167534,771.7141355286362,802.8447657388447,732.0832384168825,763.2416786685003,693.541589681741,710.3767025941403,692.3379069952161,683.143695700963,639.5824978187346
756.2365964016094,808.6044287851311,784.0575681762214,725.0560193444386,788.6316705787885,735.2731263309596,682.9787651089708,674.2696629112207,671.5034961195421,633.1061121644003
881.3512485481232,795.017043260901,769.3136688619788,720.3119267112687,713.3071084060066,705.3173418876086,704.1715361201694,689.0698006480427,680.6869601832447,638.5299038184165
826.5005978402037,832.3918314881514,749.5846046976911,665.5801737918329,773.0434680186972,717.623591974478,670.5594535258894,681.0667352380514,665.0216360046179,666.7062251256979
601.7271662816281,801.654106523968,702.9495028904556,746.6152626789866,727.9797889238569,718.9537442444861,696.3078842629467,694.7051629404743,670.6820718965024,650.2755067878007
677.4888251747052,827.0096033022069,783.0438129096826,649.8620959774139,745.109065461748,703.5115556362266,687.0838730532687,665.4109831944446,658.8720284069248,643.4724996605362
982.796419723284,784.2267600555376,778.416899275571,773.089131068922,730.7200061834769,692.7590362409601,683.4840018023717,683.8632778402591,690.0740250335436,626.7356687094982
575.7236267625619,793.7972075367117,804.7774900378713,696.5790389181003,696.2086622346638,709.7885846969407,686.4543741910963,663.9466162486007,659.7792109636631,647.1090853536118
719.7455733349648,861.7341612974003,771.005346294104,672.4116386077101,702.6572045739144,697.6983233228605,673.464834108414,672.2470248215163,671.0994624844946,662.298948731576
791.6192059514053,797.463370043169,785.3442518169647,683.5185442196022,747.8489134336148,670.294296623729,708.7061675528279,677.245710805655,666.3350018126907,664.8744480198441
1014.351049086636,718.2165025748573,720.9171242698307,748.8271691373888,731.8888314570994,696.0583093025954,709.0615330442231,679.7336874066931,646.4239029638181,674.6786597423916
951.8580906808111,825.4680611178069,783.4304342211161,743.6187115400987,730.7652679238122,676.6397426818842,696.4684446386184,643.829092753194,644.0284083730703,635.0157357195469
861.87510664405,765.8408461148387,801.5715247204433,743.2724238700748,748.9379478172673,698.4318854349087,715.7909195869042,660.8735144001437,679.2796873912591,657.6936601452634
905.7874660855712,767.9516173038488,737.4610901234921,707.6013952414645,725.0845867670834,739.202307963756,676.2820681684127,687.8858874816818,681.4746882444211,641.0153589836699
755.1886402353462,776.9537200603797,802.760718205817,711.670308045953,754.2802246581399,715.5245514322044,710.5106670537383,678.3321758340492,670.9489814957184,657.9684701158641
857.4680598928121,795.1437414054785,756.056355876518,773.6353869160929,707.8374523971231,728.785224307834,679.9531907502715,698.0068809506535,667.4944550516777,656.3775588062394
799.1476038202261,838.5929164739796,732.2980910186172,770.8699076395295,738.6306244480933,728.0821469248231,703.0048398428618,700.4295862698646,670.4215960478642,653.3805386900041
783.7428120320521,817.0950910467259,742.8262137970223,861.2265273231928,735.8820307664357,730.1945019696934,685.6308170121505,690.8125689079675,701.353951205188,652.7949614439402
866.6460169078234,807.0977907064615,736.0339445196599,721.5683532517735,748.1779741620323,762.4486854346061,689.9086859766095,694.6149131361689,682.8342800913028,673.3555819778784
